sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
PP28ON,"Rent kundan payal design","1) Traditional Micro Gold Polished Semi Precious Polki/Kundan Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with Semi Precious Polki/Kundan.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) Lobster Claw attached for locking.",jewellery,65,65,,,,3,"https://srishringarr.com/yn/uploads/2020/08/15988831110.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834041.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834042.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834043.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834054.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834055.jpg,https://srishringarr.com/yn/uploads/2020/08/15988834056.jpg"
PP28AON,"Rent payal jewellery","1) Traditional Micro Gold Polished Semi Precious Polki/Kundan Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with Semi Precious Polki/Kundan.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) Lobster Claw attached for locking.",jewellery,65,65,,,,3,"https://srishringarr.com/yn/uploads/2020/08/15988828450.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829711.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829712.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829713.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829724.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829725.jpg,https://srishringarr.com/yn/uploads/2020/08/15988829726.jpg"
BO80ON,"Traditional Micro Gold Polished Semi Precious Kundan & Pearl Damini/Maang Tikka/ Matha patti/ Tikka","1) Women's Real Look, Traditional Micro Gold Polished American Diamond Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with White Coloured Semi Precious Kundan & Pearl.
6) This borla comes attached with 2 string golden chain damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,2,"https://srishringarr.com/yn/uploads/2020/08/15988813590.jpg,https://srishringarr.com/yn/uploads/2020/08/15988814391.jpg,https://srishringarr.com/yn/uploads/2020/08/15988814402.jpg,https://srishringarr.com/yn/uploads/2020/08/15988814403.jpg,https://srishringarr.com/yn/uploads/2020/08/15988814404.jpg"
BO7ON,"Exclusive Rajasthani Stone Borla With Moti Chain Kundan/ Damini Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Kundan  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with white Semi Precious Stones & Kundan
6) This borla comes attached with 2 string golden chain damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,11,"https://srishringarr.com/yn/uploads/2020/08/15988811930.jpg,https://srishringarr.com/yn/uploads/2020/08/15988812771.jpg,https://srishringarr.com/yn/uploads/2020/08/15988812782.jpg,https://srishringarr.com/yn/uploads/2020/08/15988812783.jpg,https://srishringarr.com/yn/uploads/2020/08/15988812784.jpg"
BO70ON,"Traditional Mini Red Stone Borla Tikka With White Moti Chain / Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red & White Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988809460.jpg,https://srishringarr.com/yn/uploads/2020/08/15988810991.jpg,https://srishringarr.com/yn/uploads/2020/08/15988811002.jpg,https://srishringarr.com/yn/uploads/2020/08/15988811003.jpg,https://srishringarr.com/yn/uploads/2020/08/15988811004.jpg"
BO70AON,"Single Moti Chain Antique Borla Tikka/ Polkki/ Matha Patti","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red & Green Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988804930.jpg,https://srishringarr.com/yn/uploads/2020/08/15988805811.jpg,https://srishringarr.com/yn/uploads/2020/08/15988805812.jpg,https://srishringarr.com/yn/uploads/2020/08/15988805813.jpg,https://srishringarr.com/yn/uploads/2020/08/15988805814.jpg"
BO69ON,"Three Chain Pink Stone Borla Tikka/ Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red, Green & White Coloured Semi Precious Kundan & Pearl.
6) This borla comes attached with 3 string pearl damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,9,"https://srishringarr.com/yn/uploads/2020/08/15988803130.jpg,https://srishringarr.com/yn/uploads/2020/08/15988804091.jpg,https://srishringarr.com/yn/uploads/2020/08/15988804092.jpg,https://srishringarr.com/yn/uploads/2020/08/15988804093.jpg,https://srishringarr.com/yn/uploads/2020/08/15988804094.jpg"
BO68ON,"Unique Small Stone Simple Borla Tikka/ Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red, Green & White Coloured Semi Precious Kundan & Pearl.
6) This borla comes attached with single string golden beads damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,6,"https://srishringarr.com/yn/uploads/2020/08/15988801210.jpg,https://srishringarr.com/yn/uploads/2020/08/15988802141.jpg,https://srishringarr.com/yn/uploads/2020/08/15988802142.jpg,https://srishringarr.com/yn/uploads/2020/08/15988802143.jpg,https://srishringarr.com/yn/uploads/2020/08/15988802144.jpg"
BO67AON,"Pretty Half Flower Design Borla Tikka/ Matha Patti","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Green & White Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988798150.jpg,https://srishringarr.com/yn/uploads/2020/08/15988799021.jpg,https://srishringarr.com/yn/uploads/2020/08/15988799022.jpg,https://srishringarr.com/yn/uploads/2020/08/15988799023.jpg,https://srishringarr.com/yn/uploads/2020/08/15988799024.jpg"
BO66ON,"Micro Semi Polished Single Chain Borla Tikka/ Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/ Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Rhodolite & White Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988796370.jpg,https://srishringarr.com/yn/uploads/2020/08/15988797231.jpg,https://srishringarr.com/yn/uploads/2020/08/15988797232.jpg,https://srishringarr.com/yn/uploads/2020/08/15988797233.jpg,https://srishringarr.com/yn/uploads/2020/08/15988797234.jpg"
BO66AON,"Single Chain Modern Studded Borla Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan & Pearl  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This  is carved beautifully & studded with White, Red & Green Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,2,"https://srishringarr.com/yn/uploads/2020/08/15988788250.jpg,https://srishringarr.com/yn/uploads/2020/08/15988795311.jpg,https://srishringarr.com/yn/uploads/2020/08/15988795312.jpg,https://srishringarr.com/yn/uploads/2020/08/15988795313.jpg,https://srishringarr.com/yn/uploads/2020/08/15988795314.jpg"
BO65ON,"Half Chain Half Moti Borla Tikka/ Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Kundan Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Kundan.
6) This borla comes attached with 2 string golden chain damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,6,"https://srishringarr.com/yn/uploads/2020/08/15988786420.jpg,https://srishringarr.com/yn/uploads/2020/08/15988787381.jpg,https://srishringarr.com/yn/uploads/2020/08/15988787382.jpg,https://srishringarr.com/yn/uploads/2020/08/15988787383.jpg,https://srishringarr.com/yn/uploads/2020/08/15988787394.jpg"
BO64ON,"Modern Oval Style Traditional Borla Design Tikka/ Passa/ Chain","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones and pearl drop.
6) This borla comes attached with 2 string golden chain damini.
7) Comes micro Gold polished.
8) It has a Copper metal base.
9) Gives a rich yet elegant touch to your attire.",jewellery,11,53,,,,13,"https://srishringarr.com/yn/uploads/2020/08/15988784470.jpg,https://srishringarr.com/yn/uploads/2020/08/15988785391.jpg,https://srishringarr.com/yn/uploads/2020/08/15988785392.jpg,https://srishringarr.com/yn/uploads/2020/08/15988785393.jpg,https://srishringarr.com/yn/uploads/2020/08/15988785404.jpg"
